POprc557_1:1	thank	FI(FI)	thank
POprc557_1:2	you	FI(FI)	you
POprc557_1:3	very	RB(RB)	very
POprc557_1:4	much	RB(RB)	much
POprc557_1:5	f_madame	FW(FW)	
POprc557_1:6	commissioner	NN(NN)	commissioner
POprc557_1:7	er	UH(UH)	er
POprc557_1:8	you	PP(PP)	you
POprc557_1:9	will	MD(MD)	will
POprc557_1:10	have	VH(VH)	have
POprc557_1:11	all	PDT(PDT)	all
POprc557_1:12	the	DT(DT)	the
POprc557_1:13	materials	NNS(NNS)	material
POprc557_1:14	available	JJ(JJ)	available
POprc557_1:15	outside	NN(NN)	outside
POprc557_1:16	er	UH(UH)	er
POprc557_1:17	the	DT(DT)	the
POprc557_1:18	report	NN(NN)	report
POprc557_1:19	and	CC(CC)	and
POprc557_1:20	the	DT(DT)	the
POprc557_1:21	slide	NN(NN)	slide
POprc557_1:22	presentation	NN(NN)	presentation
POprc557_1:23	er	UH(UH)	er
POprc557_1:24	when	WRB(WRB)	when
POprc557_1:25	asking	VVG(VVG)	ask
POprc557_1:26	question	NN(NN)	question
POprc557_1:27	please	FI(FI)	please
POprc557_1:28	state	NN(NN)	state
POprc557_1:29	your	PP$(PP$)	you
POprc557_1:30	organization	NN(NN)	organization
POprc557_1:31	hh	BR(BR)	
POprc557_1:32	erm	UH(UH)	erm

POprc557_2:1	and	CC(CC)	and
POprc557_2:2	we	PP(PP)	we
POprc557_2:3	we	PP(PP)	we
POprc557_2:4	do	VVP(VVP)	do
POprc557_2:5	have	VH(VH)	have
POprc557_2:6	three	CD(CD)	three
POprc557_2:7	people	NNS(NNS)	people
POprc557_2:8	from	IN(IN)	from
POprc557_2:9	xx	UNI(UNI)	
POprc557_2:10	for	IN(IN)	for
POprc557_2:11	technical	JJ(JJ)	technical
POprc557_2:12	briefing	VVG(NN)	brief/briefing
POprc557_2:13	if	IN(IN)	if
POprc557_2:14	you	PP(PP)	you
POprc557_2:15	will	MD(MD)	will
POprc557_2:16	need	VV(VV)	need
POprc557_2:17	additional	JJ(JJ)	additional
POprc557_2:18	information	NN(NN)	information
POprc557_2:19	for	IN(IN)	for
POprc557_2:20	separate	JJ(JJ)	separate
POprc557_2:21	country	NN(NN)	country
POprc557_2:22	because	IN(IN)	because
POprc557_2:23	the	DT(DT)	the
POprc557_2:24	the	DT(DT)	the
POprc557_2:25	file	NN(NN)	file
POprc557_2:26	as	IN(IN)	as
POprc557_2:27	such	DT(DT)	such
POprc557_2:28	and	CC(CC)	and
POprc557_2:29	my	PP$(PP$)	i
POprc557_2:30	presentation	NN(NN)	presentation
POprc557_2:31	was	VBD(VBD)	be
POprc557_2:32	more	RBR(RBR)	more
POprc557_2:33	political	JJ(JJ)	political
POprc557_2:34	one	NN(NN)	one
POprc557_2:35	_1	PA(PA)	

POprc557_3:1	please	FI(FI)	please
POprc557_3:2	_4	PA(PA)	

POprc557_4:1	my	PP$(PP$)	i
POprc557_4:2	name	NN(NN)	name
POprc557_4:3	is	VBZ(VBZ)	be
POprc557_4:4	a_[S3]	NP(NP)	
POprc557_4:5	a_[S3/last]	NP(NP)	
POprc557_4:6	from	IN(IN)	from
POprc557_4:7	the	DT(DT)	the
POprc557_4:8	spanish	JJ(JJ)	spanish
POprc557_4:9	a_[org1]	NP(NP)	
POprc557_4:10	and	CC(CC)	and
POprc557_4:11	er	UH(UH)	er
POprc557_4:12	i	PP(PP)	i
POprc557_4:13	wanted	VVD(VVD)	want
POprc557_4:14	to	TO(TO)	to
POprc557_4:15	know	VV(VV)	know
POprc557_4:16	er	UH(UH)	er
POprc557_4:17	more	JJR(JJR)	more
POprc557_4:18	about	IN(IN)	about
POprc557_4:19	the	DT(DT)	the
POprc557_4:20	this	DT(DT)	this
POprc557_4:21	money	NN(NN)	money
POprc557_4:22	on	IN(IN)	on
POprc557_4:23	migration	NN(NN)	migration
POprc557_4:24	that	PRE(PRE)	that
POprc557_4:25	was	VBD(VBD)	be
POprc557_4:26	not	RB(RB)	not
POprc557_4:27	spent	VVN(VVN)	spend
POprc557_4:28	in	IN(IN)	in
POprc557_4:29	two	CD(CD)	two
POprc557_4:30	thousand	CD(CD)	thousand
POprc557_4:31	and	CC(CC)	and
POprc557_4:32	five	CD(CD)	five
POprc557_4:33	hh	BR(BR)	
POprc557_4:34	exactly	RB(RB)	exactly
POprc557_4:35	ho-	XX(XX)	
POprc557_4:36	how	WRB(WRB)	how
POprc557_4:37	much	JJ(JJ)	much
POprc557_4:38	money	NN(NN)	money
POprc557_4:39	was	VBD(VBD)	be
POprc557_4:40	and	CC(CC)	and
POprc557_4:41	why	WRB(WRB)	why
POprc557_4:42	i-	XX(XX)	
POprc557_4:43	it	PP(PP)	it
POprc557_4:44	was	VBD(VBD)	be
POprc557_4:45	not	RB(RB)	not
POprc557_4:46	spend	V(VVN)	spend
POprc557_4:47	hh	BR(BR)	
POprc557_4:48	and	CC(CC)	and
POprc557_4:49	for	IN(IN)	for
POprc557_4:50	this	DT(DT)	this
POprc557_4:51	year	NN(NN)	year
POprc557_4:52	two	CD(CD)	two
POprc557_4:53	thousand	CD(CD)	thousand
POprc557_4:54	and	CC(CC)	and
POprc557_4:55	six	CD(CD)	six
POprc557_4:56	hh	BR(BR)	
POprc557_4:57	er	UH(UH)	er
POprc557_4:58	i	PP(PP)	i
POprc557_4:59	i	PP(PP)	i
POprc557_4:60	wanted	VVD(VVD)	want
POprc557_4:61	also	RB(RB)	also
POprc557_4:62	to	TO(TO)	to
POprc557_4:63	ask	VV(VV)	ask
POprc557_4:64	you	PP(PP)	you
POprc557_4:65	if	IN(IN)	if
POprc557_4:66	there	EX(EX)	there
POprc557_4:67	's	VBS(VBS)	be
POprc557_4:68	er	UH(UH)	er
POprc557_4:69	still	RB(RB)	still
POprc557_4:70	some	DT(DT)	some
POprc557_4:71	some	DT(DT)	some
POprc557_4:72	money	NN(NN)	money
POprc557_4:73	left	RB(RB)	left
POprc557_4:74	er	UH(UH)	er
POprc557_4:75	er	UH(UH)	er
POprc557_4:76	er	UH(UH)	er
POprc557_4:77	in	IN(IN)	in
POprc557_4:78	migration	NN(NN)	migration
POprc557_4:79	_0	PA(PA)	
POprc557_4:80	if	IN(IN)	if
POprc557_4:81	er	UH(UH)	er
POprc557_4:82	there	EX(EX)	there
POprc557_4:83	's	VBS(VBS)	be
POprc557_4:84	still	RB(RB)	still
POprc557_4:85	money	NN(NN)	money
POprc557_4:86	left	RB(RB)	left
POprc557_4:87	in	IN(IN)	in
POprc557_4:88	migration	NN(NN)	migration
POprc557_4:89	to	TO(TO)	to
POprc557_4:90	to	TO(TO)	to
POprc557_4:91	spend	VV(VV)	spend
POprc557_4:92	bal-	XX(XX)	
POprc557_4:93	for	RB(RB)	for
POprc557_4:94	instance	RB(RB)	instance
POprc557_4:95	in	IN(IN)	in
POprc557_4:96	the	DT(DT)	the
POprc557_4:97	crisis	NN(NN)	crisis
POprc557_4:98	in	IN(IN)	in
POprc557_4:99	spain	NP(NP)	spain
POprc557_4:100	_1	PA(PA)	

POprc557_5:1	mhm	RE(RE)	mhm
POprc557_5:2	hh	BR(BR)	
POprc557_5:3	_0	PA(PA)	
POprc557_5:4	very	RB(RB)	very
POprc557_5:5	_0	PA(PA)	
POprc557_5:6	politically	RB(RB)	politically
POprc557_5:7	_1	PA(PA)	
POprc557_5:8	good	JJ(JJ)	good
POprc557_5:9	question	NN(NN)	question
POprc557_5:10	important	JJ(JJ)	important
POprc557_5:11	for	IN(IN)	for
POprc557_5:12	all	DT(DT)	all
POprc557_5:13	of	IN(IN)	of
POprc557_5:14	us	PP(PP)	we
POprc557_5:15	and	CC(CC)	and
POprc557_5:16	for	IN(IN)	for
POprc557_5:17	spain	NP(NP)	spain
POprc557_5:18	of	RB(RB)	of
POprc557_5:19	course	RB(RB)	course
POprc557_5:20	hh	BR(BR)	
POprc557_5:21	_0	PA(PA)	
POprc557_5:22	yes	RE(RE)	yes
POprc557_5:23	it	PP(PP)	it
POprc557_5:24	was	VBD(VBD)	be
POprc557_5:25	a	DT(DT)	a
POprc557_5:26	pity	NN(NN)	pity
POprc557_5:27	for	IN(IN)	for
POprc557_5:28	us	PP(PP)	we
POprc557_5:29	ourselves	PP(PP)	we
POprc557_5:30	to	TO(TO)	to
POprc557_5:31	realize	VV(VV)	realize
POprc557_5:32	that	IN(IN)	that
POprc557_5:33	in	IN(IN)	in
POprc557_5:34	internal	JJ(JJ)	internal
POprc557_5:35	policies	NNS(NNS)	policy
POprc557_5:36	er	UH(UH)	er
POprc557_5:37	some	DT(DT)	some
POprc557_5:38	erm	UH(UH)	erm
POprc557_5:39	er	UH(UH)	er
POprc557_5:40	er	UH(UH)	er
POprc557_5:41	er	UH(UH)	er
POprc557_5:42	financial	JJ(JJ)	financial
POprc557_5:43	resources	NNS(NNS)	resource
POprc557_5:44	er	UH(UH)	er
POprc557_5:45	which	PRE(PRE)	which
POprc557_5:46	have	VHP(VHP)	have
POprc557_5:47	been	VBN(VBN)	be
POprc557_5:48	er	UH(UH)	er
POprc557_5:49	devoted	VVN(VVN)	devote
POprc557_5:50	to	TO(TO)	to
POprc557_5:51	hh	BR(BR)	
POprc557_5:52	er	UH(UH)	er
POprc557_5:53	coordinate	VV(VV)	coordinate
POprc557_5:54	and	CC(CC)	and
POprc557_5:55	to	TO(TO)	to
POprc557_5:56	hh	BR(BR)	
POprc557_5:57	er	UH(UH)	er
POprc557_5:58	streamline	VV(VV)	streamline
POprc557_5:59	the	DT(DT)	the
POprc557_5:60	erm	UH(UH)	erm
POprc557_5:61	member	NNS(NNS)	member
POprc557_5:62	states	NNS(NNS)	state
POprc557_5:63		POS(POS)	'
POprc557_5:64	policies	NNS(NNS)	policy
POprc557_5:65	on	IN(IN)	on
POprc557_5:66	immigration	NN(NN)	immigration
POprc557_5:67	in	IN(IN)	in
POprc557_5:68	two	CD(CD)	two
POprc557_5:69	thousand	CD(CD)	thousand
POprc557_5:70	spa-	XX(XX)	
POprc557_5:71	er	UH(UH)	er
POprc557_5:72	in	IN(IN)	in
POprc557_5:73	two	CD(CD)	two
POprc557_5:74	thousand	CD(CD)	thousand
POprc557_5:75	five	CD(CD)	five
POprc557_5:76	was	VBD(VBD)	be
POprc557_5:77	not	RB(RB)	not
POprc557_5:78	fully	RB(RB)	fully
POprc557_5:79	utilized	JJ(JJ)	utilized
POprc557_5:80	_0	PA(PA)	
POprc557_5:81	and	CC(CC)	and
POprc557_5:82	er	UH(UH)	er
POprc557_5:83	we	PP(PP)	we
POprc557_5:84	started	VVD(VVD)	start
POprc557_5:85	to	TO(TO)	to
POprc557_5:86	look	VV(VV)	look
POprc557_5:87	er	UH(UH)	er
POprc557_5:88	why	WRB(WRB)	why
POprc557_5:89	and	CC(CC)	and
POprc557_5:90	how	WRB(WRB)	how
POprc557_5:91	and	CC(CC)	and
POprc557_5:92	what	WP(WP)	what
POprc557_5:93	er	UH(UH)	er
POprc557_5:94	happened	VVD(VVD)	happen
POprc557_5:95	i-	XX(XX)	
POprc557_5:96	at	IN(IN)	at
POprc557_5:97	that	DT(DT)	that
POprc557_5:98	time	NN(NN)	time
POprc557_5:99	because	IN(IN)	because
POprc557_5:100	er	UH(UH)	er
POprc557_5:101	the	DT(DT)	the
POprc557_5:102	preparation	NN(NN)	preparation
POprc557_5:103	it	PP(PP)	it
POprc557_5:104	looks	VVZ(VVZ)	look
POprc557_5:105	to	TO(TO)	to
POprc557_5:106	was	VBD(VBD)	be
POprc557_5:107	er	UH(UH)	er
POprc557_5:108	going	VVG(VVG)	go
POprc557_5:109	to	TO(TO)	to
POprc557_5:110	be	VB(VB)	be
POprc557_5:111	er	UH(UH)	er
POprc557_5:112	done	VVN(VVN)	do
POprc557_5:113	in	IN(IN)	in
POprc557_5:114	two	CD(CD)	two
POprc557_5:115	thousand	CD(CD)	thousand
POprc557_5:116	four	CD(CD)	four
POprc557_5:117	and	CC(CC)	and
POprc557_5:118	for	IN(IN)	for
POprc557_5:119	two	CD(CD)	two
POprc557_5:120	thousand	CD(CD)	thousand
POprc557_5:121	five	CD(CD)	five
POprc557_5:122	hh	BR(BR)	
POprc557_5:123	we	PP(PP)	we
POprc557_5:124	we	PP(PP)	we
POprc557_5:125	clearly	RB(RB)	clearly
POprc557_5:126	identified	VVD(VVD)	identify
POprc557_5:127	the	DT(DT)	the
POprc557_5:128	lack	NN(NN)	lack
POprc557_5:129	of	IN(IN)	of
POprc557_5:130	coordination	NN(NN)	coordination
POprc557_5:131	er	UH(UH)	er
POprc557_5:132	for	IN(IN)	for
POprc557_5:133	the	DT(DT)	the
POprc557_5:134	between	IN(IN)	between
POprc557_5:135	member	NNS(NNS)	member
POprc557_5:136	states	NNS(NNS)	state
POprc557_5:137	because	IN(IN)	because
POprc557_5:138	this	DT(DT)	this
POprc557_5:139	money	NN(NN)	money
POprc557_5:140	is	VBZ(VBZ)	be
POprc557_5:141	mainly	RB(RB)	mainly
POprc557_5:142	hh	BR(BR)	
POprc557_5:143	er	UH(UH)	er
POprc557_5:144	supposed	VVN(VVN)	suppose
POprc557_5:145	to	TO(TO)	to
POprc557_5:146	be	VB(VB)	be
POprc557_5:147	spend	V(VVN)	spend
POprc557_5:148	by	IN(IN)	by
POprc557_5:149	member	NN(NN)	member
POprc557_5:150	spates	NNS(NNS)	spate
POprc557_5:151	er	UH(UH)	er
POprc557_5:152	member	NNS(NNS)	member
POprc557_5:153	states	NNS(NNS)	state
POprc557_5:154	and	CC(CC)	and
POprc557_5:155	coordinated	VVN(VVN)	coordinate
POprc557_5:156	by	IN(IN)	by
POprc557_5:157	member	NNS(NNS)	member
POprc557_5:158	states	NNS(NNS)	state
POprc557_5:159	hh	BR(BR)	
POprc557_5:160	their	PP$(PP$)	they
POprc557_5:161	precise	JJ(JJ)	precise
POprc557_5:162	er	UH(UH)	er
POprc557_5:163	amounts	NNS(NNS)	amount
POprc557_5:164	er	UH(UH)	er
POprc557_5:165	you	PP(PP)	you
POprc557_5:166	will	MD(MD)	will
POprc557_5:167	be	VB(VB)	be
POprc557_5:168	able	JJ(JJ)	able
POprc557_5:169	to	TO(TO)	to
POprc557_5:170	receive	VV(VV)	receive
POprc557_5:171	from	IN(IN)	from
POprc557_5:172	xx	UNI(UNI)	
POprc557_5:173	er	UH(UH)	er
POprc557_5:174	on	IN(IN)	on
POprc557_5:175	two	CD(CD)	two
POprc557_5:176	thousand	CD(CD)	thousand
POprc557_5:177	five	CD(CD)	five
POprc557_5:178	how	WRB(WRB)	how
POprc557_5:179	much	JJ(JJ)	much
POprc557_5:180	was	VBD(VBD)	be
POprc557_5:181	not	RB(RB)	not
POprc557_5:182	spend	V(VVN)	spend
POprc557_5:183	and	CC(CC)	and
POprc557_5:184	how	WRB(WRB)	how
POprc557_5:185	much	JJ(JJ)	much
POprc557_5:186	we	PP(PP)	we
POprc557_5:187	do	VVP(VVP)	do
POprc557_5:188	already	RB(RB)	already
POprc557_5:189	_0	PA(PA)	
POprc557_5:190	introduced	VVD(VVD)	introduce
POprc557_5:191	or	CC(CC)	or
POprc557_5:192	proposed	VVD(VVD)	propose
POprc557_5:193	in	IN(IN)	in
POprc557_5:194	two	CD(CD)	two
POprc557_5:195	thousand	CD(CD)	thousand
POprc557_5:196	er	UH(UH)	er
POprc557_5:197	_0	PA(PA)	
POprc557_5:198	er	UH(UH)	er
POprc557_5:199	seven	CD(CD)	seven
POprc557_5:200	er	UH(UH)	er
POprc557_5:201	s_pdb	NN(NN)	s_pdb
POprc557_5:202	_0	PA(PA)	
POprc557_5:203	er	UH(UH)	er
POprc557_5:204	budget	NN(NN)	budget
POprc557_5:205	draft	NN(NN)	draft
POprc557_5:206	but	CC(CC)	but
POprc557_5:207	er	UH(UH)	er
POprc557_5:208	you	PP(PP)	you
POprc557_5:209	can	MD(MD)	can
POprc557_5:210	receive	VV(VV)	receive
POprc557_5:211	it	PP(PP)	it
POprc557_5:212	er	UH(UH)	er
POprc557_5:213	in	IN(IN)	in
POprc557_5:214	details	NNS(NNS)	detail
POprc557_5:215	it	PP(PP)	it
POprc557_5:216	's	VBS(VBS)	be
POprc557_5:217	the	DT(DT)	the
POprc557_5:218	head	NN(NN)	head
POprc557_5:219	of	IN(IN)	of
POprc557_5:220	unit	NN(NN)	unit
POprc557_5:221	here	RB(RB)	here
POprc557_5:222	hh	BR(BR)	
POprc557_5:223	er	UH(UH)	er
POprc557_5:224	now	RB(RB)	now
POprc557_5:225	on	IN(IN)	on
POprc557_5:226	er	UH(UH)	er
POprc557_5:227	_0	PA(PA)	
POprc557_5:228	two	CD(CD)	two
POprc557_5:229	thousand	CD(CD)	thousand
POprc557_5:230	er	UH(UH)	er
POprc557_5:231	seven	CD(CD)	seven
POprc557_5:232	and	CC(CC)	and
POprc557_5:233	already	RB(RB)	already
POprc557_5:234	today	RB(RB)	today
POprc557_5:235	_0	PA(PA)	
POprc557_5:236	erm	UH(UH)	erm
POprc557_5:237	the	DT(DT)	the
POprc557_5:238	same	JJ(JJ)	same
POprc557_5:239	political	JJ(JJ)	political
POprc557_5:240	problem	NN(NN)	problem
POprc557_5:241	exists	VVZ(VVZ)	exist
POprc557_5:242	everywhere	RB(RB)	everywhere
POprc557_5:243	_0	PA(PA)	
POprc557_5:244	the	DT(DT)	the
POprc557_5:245	first	JJ(JJ)	first
POprc557_5:246	_0	PA(PA)	
POprc557_5:247	member	NNS(NNS)	member
POprc557_5:248	states	NNS(NNS)	state
POprc557_5:249	need	VVP(VVP)	need
POprc557_5:250	finally	RB(RB)	finally
POprc557_5:251	_0	PA(PA)	
POprc557_5:252	to	TO(TO)	to
POprc557_5:253	coordinate	VV(VV)	coordinate
POprc557_5:254	the	DT(DT)	the
POprc557_5:255	efforts	NNS(NNS)	effort
POprc557_5:256	_1	PA(PA)	
POprc557_5:257	to	TO(TO)	to
POprc557_5:258	fight	VV(VV)	fight
POprc557_5:259	illegal	JJ(JJ)	illegal
POprc557_5:260	_0	PA(PA)	
POprc557_5:261	immigration	NN(NN)	immigration
POprc557_5:262	or	CC(CC)	or
POprc557_5:263	_0	PA(PA)	
POprc557_5:264	so-called	JJ(JJ)	so-called
POprc557_5:265	black	NN(NN)	black
POprc557_5:266	market	NN(NN)	market
POprc557_5:267	_0	PA(PA)	
POprc557_5:268	of	IN(IN)	of
POprc557_5:269	labor	NN(NN)	labor
POprc557_5:270	_0	PA(PA)	
POprc557_5:271	that	DT(DT)	that
POprc557_5:272	's	VBS(VBS)	be
POprc557_5:273	main	JJ(JJ)	main
POprc557_5:274	two	CD(CD)	two
POprc557_5:275	goals	NNS(NNS)	goal
POprc557_5:276	which	PRE(PRE)	which
POprc557_5:277	they	PP(PP)	they
POprc557_5:278	need	VVP(VVP)	need
POprc557_5:279	to	TO(TO)	to
POprc557_5:280	persuade	VV(VV)	persuade
POprc557_5:281	now	RB(RB)	now
POprc557_5:282	hh	BR(BR)	
POprc557_5:283	the	DT(DT)	the
POprc557_5:284	moneys	NNS(NNS)	money
POprc557_5:285	are	VBP(VBP)	be
POprc557_5:286	available	JJ(JJ)	available
POprc557_5:287	_0	PA(PA)	
POprc557_5:288	but	CC(CC)	but
POprc557_5:289	they	PP(PP)	they
POprc557_5:290	're	VBP(VBP)	be
POprc557_5:291	p_fragmentated	PVC(JJ)	
POprc557_5:292	_1	PA(PA)	
POprc557_5:293	and	CC(CC)	and
POprc557_5:294	in	IN(IN)	in
POprc557_5:295	all	DT(DT)	all
POprc557_5:296	budget	NN(NN)	budget
POprc557_5:297	also	RB(RB)	also
POprc557_5:298	we	PP(PP)	we
POprc557_5:299	have	VHP(VHP)	have
POprc557_5:300	in	IN(IN)	in
POprc557_5:301	separate	JJ(JJ)	separate
POprc557_5:302	policies	NNS(NNS)	policy
POprc557_5:303	_0	PA(PA)	
POprc557_5:304	er	UH(UH)	er
POprc557_5:305	the	DT(DT)	the
POprc557_5:306	separate	JJ(JJ)	separate
POprc557_5:307	funds	NNS(NNS)	fund
POprc557_5:308	for	IN(IN)	for
POprc557_5:309	that	DT(DT)	that
POprc557_5:310	_0	PA(PA)	
POprc557_5:311	we	PP(PP)	we
POprc557_5:312	have	VHP(VHP)	have
POprc557_5:313	er	UH(UH)	er
POprc557_5:314	some	DT(DT)	some
POprc557_5:315	er	UH(UH)	er
POprc557_5:316	amounts	NNS(NNS)	amount
POprc557_5:317	er	UH(UH)	er
POprc557_5:318	annually	RB(RB)	annually
POprc557_5:319	er	UH(UH)	er
POprc557_5:320	in	IN(IN)	in
POprc557_5:321	neighborhood	NN(NN)	neighborhood
POprc557_5:322	policy	NN(NN)	policy
POprc557_5:323	hh	BR(BR)	
POprc557_5:324	er	UH(UH)	er
POprc557_5:325	some	DT(DT)	some
POprc557_5:326	amounts	NNS(NNS)	amount
POprc557_5:327	in	IN(IN)	in
POprc557_5:328	er	UH(UH)	er
POprc557_5:329	interact	VV(VV)	interact
POprc557_5:330	policy	NN(NN)	policy
POprc557_5:331	_0	PA(PA)	
POprc557_5:332	in	IN(IN)	in
POprc557_5:333	cohesion	NN(NN)	cohesion
POprc557_5:334	envelope	NN(NN)	envelope
POprc557_5:335	an-	XX(XX)	
POprc557_5:336	and	CC(CC)	and
POprc557_5:337	er	UH(UH)	er
POprc557_5:338	a	DT(DT)	a
POprc557_5:339	lot	NN(NN)	lot
POprc557_5:340	of	IN(IN)	of
POprc557_5:341	er	UH(UH)	er
POprc557_5:342	such	DT(DT)	such
POprc557_5:343	kind	NN(NN)	kind
POprc557_5:344	of	IN(IN)	of
POprc557_5:345	pieces	NNS(NNS)	piece
POprc557_5:346	by	IN(IN)	by
POprc557_5:347	pieces	NNS(NNS)	piece
POprc557_5:348	but	CC(CC)	but
POprc557_5:349	hh	BR(BR)	
POprc557_5:350	everything	NN(NN)	everything
POprc557_5:351	starts	VVZ(VVZ)	start
POprc557_5:352	from	IN(IN)	from
POprc557_5:353	_0	PA(PA)	
POprc557_5:354	lack	NN(NN)	lack
POprc557_5:355	of	IN(IN)	of
POprc557_5:356	coordination	NN(NN)	coordination
POprc557_5:357	between	IN(IN)	between
POprc557_5:358	member	NNS(NNS)	member
POprc557_5:359	states	NNS(NNS)	state
POprc557_5:360	if	IN(IN)	if
POprc557_5:361	in	IN(IN)	in
POprc557_5:362	separate	JJ(JJ)	separate
POprc557_5:363	council	NN(NN)	council
POprc557_5:364	hh	BR(BR)	
POprc557_5:365	separate	JJ(JJ)	separate
POprc557_5:366	council	NN(NN)	council
POprc557_5:367	decides	VVZ(VVZ)	decide
